Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1593036242240778240,antivax,0,7,MISC,0.8747
1593038461887733760,alex,231,235,PER,0.9674
1593041147752243202,gabor mate,0,10,PER,0.9445
1593041147752243202,brexit,185,191,MISC,0.8933
1593041147752243202,trans,193,198,MISC,0.9388
1593044808347832324,rit,53,56,LOC,0.6295
1593044849955307523,hi fisman,0,9,PER,0.8724
1593044849955307523,anthony leonardi,100,116,PER,0.9984
1593044849955307523,guelph,168,174,LOC,0.9651
1593031296023810048,brooksbrothers cio todd treonze,2,33,ORG,0.7051
1593031296099708928,"""arnopps tudor""",19,33,ORG,0.7432
1593031296099708928,tudor hi,130,138,PER,0.5973
1593031296808353799,does it mean to be catholic?,5,33,MISC,0.7511
1593031296808353799,catholicism,46,57,MISC,0.837
1593031296808353799,catholic,83,91,MISC,0.9729
1593031299417399297,emmanuelmacron,65,79,PER,0.8103
1593031299417399297,cyrilramaphosa,98,112,PER,0.9848
1593031302391173120,america,53,60,LOC,0.9998
1593031303154528256,amazon,63,69,ORG,0.4826
1593031303154528256,facebook,95,103,ORG,0.5156
1593031303154528256,us,132,134,LOC,0.9689
1593031305650135040,guangzhou,70,79,LOC,1.0
1593031305650135040,covid,117,122,MISC,0.6451
1593031305998077953,india,45,50,LOC,0.9999
1593031305998077953,personalhygiene,160,175,MISC,0.9644
1593031305998077953,healthinsurance,177,192,MISC,0.9788
1593031312675405825,méxico city,17,28,LOC,0.9595
1593031312675405825,sylviasámanoberistain,30,51,LOC,0.5225
1593031312675405825,coexistence in the use of appropriate means of dispute resolution,92,157,MISC,0.6933
1593031312675405825,comisión,268,276,ORG,0.3064
1593031315255070720,humza yousaf,21,33,ORG,0.5179
1593031315255070720,downing street,100,114,LOC,0.9971
1593031315255070720,uk,127,129,LOC,0.9952
1593031317389967360,republicans,79,90,MISC,0.9998
1593031317490475009,longstayvisa,33,45,MISC,0.8376
1593031317490475009,indonesia,120,129,LOC,0.9992
1593031317490475009,indonesia,162,171,LOC,0.9989
1593031318044016642,cdc,29,32,ORG,0.9927
1593031318044016642,paul thomas,57,68,PER,0.9985
1593031318371082240,pfizer,27,33,ORG,0.9881
1593031318371082240,moderna,38,45,ORG,0.9798
1593031320120492034,whites,76,82,MISC,0.8951
1593031320120492034,ok done,179,187,MISC,0.8336
1593031326516408320,publicpriestley dido harding?,1,30,MISC,0.8309
1593031326516408320,conservative party,76,94,ORG,0.9874
1593031326516408320,tesco,160,165,ORG,0.8182
1593031329817702401,jane bernardel,23,37,PER,0.9933
1593031331415719936,falling down,114,126,MISC,0.7906
1593031334326243330,constitution,65,77,MISC,0.6284
1593031338793525250,american,118,126,MISC,0.9985
1593031339405475841,uk,21,23,LOC,0.9999
1593031340156669952,planet earth,66,78,MISC,0.72
1593031341280747521,bruno,17,22,PER,0.9948
1593031341280747521,domino,24,30,PER,0.883
1593031341280747521,ethanrosewolf,147,160,MISC,0.9317
1593031350776365056,canberra,45,53,LOC,0.7023
1593031356543799296,covid19,80,87,MISC,0.6204
1593031356543799296,ontariopccaucus,199,214,MISC,0.7528
1593031356543799296,unsafeschools,223,236,MISC,0.9126
1593031358632591360,covid,71,76,LOC,0.6539
1593031361270796289,trump,32,37,PER,0.9794
1593031361270796289,america,65,72,LOC,0.9966
1593031361656655872,saudi,135,140,MISC,0.9792
1593031361656655872,american,241,249,MISC,0.9899
1593031361988014080,anyone? anyone?,89,104,MISC,0.9143
1593031362382295042,nycmayor,57,65,MISC,0.5756
1593031365196668928,us,104,106,LOC,0.9985
1593031367839076355,biden administration,40,60,ORG,0.723
1593031367839076355,covid19,123,130,ORG,0.7182
1593031370934198272,mrsa,75,79,MISC,0.9687
1593031373031641088,wiv,108,111,ORG,0.4425
1593031373090336768,wef,81,84,ORG,0.9746
1593031373090336768,build back better,86,103,MISC,0.7168
1593031373090336768,ukraine,118,125,LOC,0.9679
1593031373090336768,covid,134,139,LOC,0.5186
1593031374055014400,james barnes,24,36,PER,0.7217
1593031377033007105,covid,122,127,PER,0.8744
1593031377410310145,rocky view county,53,70,LOC,0.9199
1593031377410310145,alberta,72,79,LOC,0.9999
1593031381348929538,alberta,89,96,LOC,0.998
1593031396993691648,australia,49,58,LOC,0.9994
1593031398172282883,uk,21,23,LOC,0.9999
1593031398184882177,ahmedabad,69,78,LOC,0.9888
1593031402161074177,italy,96,101,LOC,0.9997
1593031405675892737,quantas airlines,22,38,ORG,0.9783
1593031409303973889,europeans,0,9,MISC,0.9988
1593031409303973889,hsnbdq5h4b,55,65,MISC,0.5829
1593031409555632128,covid,117,122,LOC,0.4625
1593031409555632128,denmark,125,132,LOC,0.9931
1593031409555632128,ba,137,139,LOC,0.7742
1593031411438866434,kiriko,42,48,ORG,0.797
1593031412156071937,tomilahren never,1,17,PER,0.584
1593031412156071937,americans,71,80,MISC,0.9987
1593031412214824961,nyc,1,4,LOC,0.4655
1593031412214824961,biden,81,86,PER,0.9946
1593031416786595844,biden,21,26,PER,0.9393
1593031416903700480,nb,0,2,ORG,0.858
1593031416903700480,covid19,78,85,MISC,0.6378
1593031417159897088,dems,31,35,MISC,0.6876
1593031417159897088,us,64,66,LOC,0.9978
1593031417159897088,congress,86,94,ORG,0.9956
1593031417159897088,house,100,105,ORG,0.8682
1593031417159897088,senate,110,116,ORG,0.9787
1593031419571630081,chase,132,137,PER,0.3569
1593031425082929152,senschumer,61,71,PER,0.4096
1593031426672558080,walker,37,43,PER,0.9999
1593031426672558080,georgia,63,70,LOC,0.9987
1593031427964403712,irish,129,134,MISC,0.999
1593031430313213954,biden,8,13,PER,0.9921
1593031430313213954,doj,17,20,ORG,0.4759
1593031433861623808,zm6yo5cfii ted 2010,119,138,MISC,0.7631
1593031433861623808,wuhan,248,253,LOC,0.9597
1593031438383054848,senate,35,41,ORG,0.9996
1593031438383054848,biden,76,81,PER,1.0
1593031438383054848,covid national emergency,85,109,MISC,0.7686
1593031438383054848,joe biden,112,121,PER,0.9995
1593031438383054848,veto,135,139,PER,0.9728
1593031446314487808,cupe,265,269,ORG,0.9677
1593031446704160768,italy,96,101,LOC,0.9997
1593031450894688256,ctv,16,19,ORG,0.9987
1593031451154714624,biden administration,40,60,ORG,0.723
1593031451154714624,covid19,123,130,ORG,0.7182
1593031454636011520,australia,49,58,LOC,0.9994
1593031454866345984,mcconnell,18,27,PER,0.995
1593031454866345984,mccarthy,32,40,PER,0.9839
1593031454866345984,gen z,48,53,PER,0.7944
1593031454866345984,democrats,57,66,MISC,0.9961
1593031460805836801,medicare,130,138,MISC,0.7685
1593031463888617472,biden administration,40,60,ORG,0.723
1593031463888617472,covid19,123,130,ORG,0.7182
1593031466463920128,sam bankman-fried,14,31,PER,0.8903
1593031466463920128,gabe,65,69,PER,0.9991
1593031466463920128,sbf,107,110,ORG,0.9707
1593031466463920128,ftx,119,122,MISC,0.8297
1593031468858904576,twitter,35,42,MISC,0.5856
