Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1595401844054003714,schmitt dr fauci,21,38,PER,0.7259
1595403568554692609,gates,132,137,PER,0.9995
1595403708594294785,sandy yang,49,59,PER,0.6615
1595404024668459008,twitter,30,37,ORG,0.8295
1595404024668459008,antivax,217,224,MISC,0.7992
1595406049644843009,bergstrom,7,16,LOC,0.7385
1595406049644843009,lgbtq,72,77,MISC,0.9053
1595410463906754561,diane_dcruz13,1,14,PER,0.5846
1595412306602885120,kimmich,11,18,PER,0.9914
1595415348265635840,fauci,30,35,PER,0.9375
1595415423755096065,qanon,94,99,ORG,0.398
1595416190888955904,mtg,62,65,ORG,0.5671
1595416190888955904,orban,67,72,PER,0.7605
1595416190888955904,putin,74,79,PER,0.6726
1595416190888955904,xi,86,88,PER,0.692
1595416644624429058,bigbaddenis lol,41,56,PER,0.6766
1595401844821483520,zhengzhou china,54,69,LOC,0.609
1595401844821483520,foxconn,74,81,LOC,0.782
1595401844821483520,apple,84,89,ORG,0.5762
1595401844821483520,ccp,119,122,ORG,0.9966
1595401887502798848,john byrne,43,53,PER,0.9993
1595401897405464576,zhengzhou china,54,69,LOC,0.609
1595401897405464576,foxconn,74,81,LOC,0.782
1595401897405464576,apple,84,89,ORG,0.5762
1595401897405464576,ccp,119,122,ORG,0.9966
1595401919203270656,zvvifpwudu,102,112,LOC,0.8667
1595401940971753476,somerset,61,69,LOC,0.8971
1595401940971753476,open,108,112,MISC,0.9337
1595401952212525057,fauci,29,34,PER,0.4304
1595401952212525057,fauci,61,66,PER,0.9448
1595401952212525057,americans,131,140,MISC,0.9999
1595401955853348867,fauci,42,47,PER,0.9811
1595401955853348867,coronavirus,108,119,MISC,0.993
1595401986161115138,coronavirus,127,138,MISC,0.8456
1595402013692526594,john byrne,55,65,PER,0.9993
1595402019308699650,kn95,47,51,MISC,0.8024
1595402071599194113,zhengzhou china,54,69,LOC,0.609
1595402071599194113,foxconn,74,81,LOC,0.782
1595402071599194113,apple,84,89,ORG,0.5762
1595402071599194113,ccp,119,122,ORG,0.9966
1595402102553030656,andybeeforth,21,33,ORG,0.5035
1595402102553030656,national emergencies trust,50,76,ORG,0.8317
1595402102553030656,cumbria community foundation,88,116,ORG,0.9722
1595402102553030656,nottingham trent university,147,174,ORG,0.9349
1595402231154708480,fauci,42,47,PER,0.9811
1595402231154708480,coronavirus,108,119,MISC,0.993
1595402298242453504,eunkwang,15,23,ORG,0.3451
1595402298242453504,coronavirus,48,59,MISC,0.9556
1595402375442874369,covid,79,84,ORG,0.4188
1595402375442874369,fauci,114,119,PER,0.9941
1595402429926764544,black friday,38,50,MISC,0.5932
1595402499766321154,pti,57,60,ORG,0.9679
1595402558826336257,perimeter,35,44,ORG,0.4519
1595402558826336257,quantum to cosmos,57,74,MISC,0.7461
1595402559241396226,zhengzhou china,54,69,LOC,0.609
1595402559241396226,foxconn,74,81,LOC,0.782
1595402559241396226,apple,84,89,ORG,0.5762
1595402559241396226,ccp,119,122,ORG,0.9966
1595402663935500289,aghuff fauci,81,93,ORG,0.8627
1595402663935500289,hiv,136,139,MISC,0.9355
1595402663935500289,hiv,258,261,MISC,0.9947
1595402708348985344,fauci,0,5,PER,0.9988
1595402708348985344,white house,62,73,LOC,0.9717
1595402711931179009,foxconn,44,51,ORG,0.9489
1595402711931179009,apple,54,59,ORG,0.936
1595402711931179009,china,69,74,LOC,1.0
1595402711931179009,zhengzhou  workers,77,95,ORG,0.7892
1595402746689359873,foxconn,44,51,ORG,0.9489
1595402746689359873,apple,54,59,ORG,0.936
1595402746689359873,china,69,74,LOC,1.0
1595402746689359873,zhengzhou  workers,77,95,ORG,0.7892
1595402843401224192,coronavirus,0,11,MISC,0.7668
1595402843401224192,china,15,20,LOC,0.9979
1595402843401224192,beijing,44,51,LOC,0.9976
1595402843401224192,south china morning post,80,104,ORG,0.7502
1595402853736144896,zhengzhou china,54,69,LOC,0.609
1595402853736144896,foxconn,74,81,LOC,0.782
1595402853736144896,apple,84,89,ORG,0.5762
1595402853736144896,ccp,119,122,ORG,0.9966
1595402915728207872,foxconn,44,51,ORG,0.9489
1595402915728207872,apple,54,59,ORG,0.936
1595402915728207872,china,69,74,LOC,1.0
1595402915728207872,zhengzhou  workers,77,95,ORG,0.7892
1595402927694282754,zhengzhou china,54,69,LOC,0.609
1595402927694282754,foxconn,74,81,LOC,0.782
1595402927694282754,apple,84,89,ORG,0.5762
1595402927694282754,ccp,119,122,ORG,0.9966
1595402927987884032,pak army,13,21,ORG,0.7257
1595402927987884032,coas,85,89,ORG,0.3434
1595402927987884032,bajwa,94,99,PER,0.2678
1595402927987884032,pakistan,101,109,LOC,0.9981
1595403009474830338,fauci,42,47,PER,0.9811
1595403009474830338,coronavirus,108,119,MISC,0.993
1595403037648228352,foxconn,44,51,ORG,0.9489
1595403037648228352,apple,54,59,ORG,0.936
1595403037648228352,china,69,74,LOC,1.0
1595403037648228352,zhengzhou  workers,77,95,ORG,0.7892
1595403055184347140,andybeeforth,36,48,ORG,0.5635
1595403055184347140,national emergencies trust,65,91,ORG,0.8397
1595403055184347140,cumbria community foundation,103,131,ORG,0.9777
1595403061056475136,remdesivir,0,10,MISC,0.594
1595403079478030336,coronavirus,151,162,MISC,0.9933
1595403080325021696,actbrigitte masks,1,18,ORG,0.6827
1595403080853774337,foxconn,72,79,ORG,0.9223
1595403080853774337,apple,82,87,ORG,0.8977
