Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1580826831347142656,w_espinoza,1,11,PER,0.9988
1580826831347142656,libre albedrio,55,69,MISC,0.9998
1580826831347142656,antivax,124,131,MISC,0.9986
1580826831347142656,alma,176,180,MISC,0.9954
1580815674150162434,mundo salud,0,11,MISC,0.9963
1580815674150162434,ops,18,21,ORG,0.9992
1580815674150162434,américa,50,57,LOC,1.0
1580815674150162434,covid19,85,92,MISC,0.9999
1580815674150162434,viruelasimica   urbano,95,117,MISC,0.9999
1580815674150162434,noticias méxico,120,135,MISC,0.8851
1580815725622501376,junta de castilla y león,114,138,ORG,0.9998
1580815758010900480,podemos,4,11,ORG,1.0
1580815758010900480,gobierno,131,139,ORG,0.9998
1580815770014973952,manzorro,4,12,PER,0.9974
1580815770014973952,luisr,13,18,PER,0.8157
1580815770014973952,covid19,20,27,MISC,0.9991
1580815792412667904,europapress,4,15,ORG,0.9996
1580815792412667904,irene montero,34,47,PER,0.9999
1580815792412667904,pedro sánchez,74,87,PER,1.0
1580815792412667904,corona,129,135,ORG,0.9999
1580815801153912833,ekbufalo,4,12,ORG,0.3825
1580815807239553024,covid19,42,49,MISC,0.9999
1580815807239553024,basf,52,56,ORG,0.7851
1580815807239553024,es,57,59,ORG,0.631
1580815807239553024,anuariocorresponsables2022,137,163,MISC,0.9998
1580815862730457090,masanpra,4,12,ORG,0.9745
1580815862730457090,zimbabue,43,51,LOC,1.0
1580815878999851008,yuri,4,8,PER,0.9935
1580815878999851008,hsi,9,12,ORG,0.9878
1580815878999851008,agencia europea del medicamento,105,136,ORG,0.9999
1580815906384490497,"""ley de injurias a la corona""",39,68,MISC,0.9149
1580815906384490497,valtonyc,85,93,PER,0.9999
1580815906384490497,bélgica,111,118,LOC,1.0
1580815936969641990,fbiodiversidad,4,18,ORG,0.8265
1580815936969641990,sabella spallanzanii,32,52,MISC,0.9997
1580815948356866049,gorka,4,9,PER,0.6893
1580815948356866049,covid19,109,116,MISC,0.9999
1580815978119647233,reestructuraci2,4,19,MISC,0.9924
1580816040367632384,adelantereunif,4,18,ORG,0.9625
1580816040367632384,puerto rico,87,98,LOC,0.9999
1580816060873601025,manzorro,4,12,PER,0.9974
1580816060873601025,luisr,13,18,PER,0.8157
1580816060873601025,covid19,20,27,MISC,0.9991
1580816068049743872,sánchez,0,7,PER,0.9998
1580816068049743872,rey,24,27,PER,0.9998
1580816068049743872,jefe del estado,101,116,PER,0.9127
1580816068049743872,sánchez,118,125,PER,0.9997
1580816090627964928,ayusoaprision,13,26,MISC,0.9999
1580816107656515584,rob roos,62,70,PER,0.9999
1580816107656515584,pfizer,86,92,ORG,0.9999
1580816117630521344,manolo19568,4,15,PER,0.9976
1580816117630521344,ayusoaprision,30,43,MISC,0.9099
1580816131593764864,eniodaza,4,12,PER,0.51
1580816131593764864,pfizer  pfizergate,40,58,ORG,0.9867
1580816172454277120,sobre bienes inmuebles,11,33,MISC,0.7699
1580816172454277120,naturaleza,37,47,MISC,0.6516
1580816172454277120,villadelrío,170,181,LOC,0.9977
1580816172454277120,cordobaesp,182,192,LOC,0.9975
1580816172454277120,covid19,193,200,MISC,0.9811
1580816241282863105,sancadillanorte,4,19,ORG,0.8445
1580816241282863105,jesús corona,73,85,PER,1.0
1580816241282863105,luis romo,88,97,PER,1.0
1580816241282863105,volpi,123,128,PER,0.9999
1580816241282863105,hugo rod,131,139,PER,0.9999
1580816253597675522,francia,19,26,ORG,0.9941
1580816253597675522,españa,47,53,LOC,1.0
1580816253597675522,josé bonaparte,75,89,PER,0.9999
1580816253597675522,madrid,102,108,LOC,1.0
1580816253597675522,joyas de la,128,139,MISC,0.999
1580816333356564480,corona catalano-aragonesa-riudecols-picamoixons-titiriteros de binéfar,195,265,MISC,0.6363
1580816382521843712,robertomtico,4,16,PER,0.9995
1580816382521843712,sala de instrucción,25,44,ORG,0.9998
1580816382521843712,cortesupremaj,52,65,ORG,0.9995
1580816382521843712,miguel uribe turbay,89,108,PER,0.9999
1580816406525812736,luistudanca,4,15,ORG,0.8614
1580816406525812736,junta,131,136,ORG,1.0
1580816465363873793,presidente,109,119,PER,0.9637
1580816503024553985,franco,97,103,PER,0.9998
1580816539770851328,lorenzoramirez,1,15,PER,0.9996
1580816547966177280,giovann02863928,1,16,PER,0.6585
1580816547966177280,queens,30,36,ORG,0.9999
1580816589212946432,manzorro,4,12,PER,0.9974
1580816589212946432,luisr,13,18,PER,0.8157
1580816589212946432,covid19,20,27,MISC,0.9991
1580816590529970177,garciamarijo24,4,18,PER,0.968
