Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1585422795168747522,covid,103,108,PER,0.4508
1585423504928870402,ao23,61,65,MISC,0.8655
1585425486012088320,usa,115,118,LOC,0.9643
1585425546829500416,covid,40,45,MISC,0.6737
1585425813503152130,massachusetts,20,33,LOC,0.9996
1585425813503152130,lincoln,52,59,PER,0.7891
1585425813503152130,boston,72,78,LOC,0.9999
1585425813503152130,bennie thompson,134,149,PER,0.993
1585425813503152130,boston,185,191,LOC,0.9188
1585425813503152130,michelle wu,192,203,PER,0.9321
1585425813503152130,boston,231,237,LOC,0.9923
1585426894710775809,putin,132,137,PER,0.9408
1585432815675793409,wef,195,198,ORG,0.8391
1585432815675793409,agenda 2030,200,211,MISC,0.6321
1585432815675793409,bill gates,213,223,PER,0.9409
1585432815675793409,soros,228,233,PER,0.9
1585433171122089984,victorian,45,54,MISC,0.9964
1585433242647539712,melbourne iranrevoiution iran,51,80,ORG,0.6714
1585433561565646848,antivax,213,220,MISC,0.9749
1585433579060101120,nah,130,133,PER,0.6495
1585435260854173696,victorian,64,73,MISC,0.9979
1585435540786393088,victorian,64,73,MISC,0.9979
1585421023125594113,coronavirus,43,54,MISC,0.7623
1585421034345607170,oz,4,6,PER,0.9935
1585421116251963392,covid,83,88,MISC,0.6708
1585421200016015360,dakota,4,10,LOC,0.9701
1585421200016015360,anthony fauci,20,33,PER,0.6023
1585421200016015360,fauci,90,95,PER,0.9978
1585421202029674498,adam,15,19,PER,0.8949
1585421210237931520,covid mania,50,61,MISC,0.6833
1585421210237931520,gates foundation,67,83,ORG,0.8037
1585421210237931520,world economic forum,92,112,ORG,0.8189
1585421243708502018,australian technical advisory group,21,56,ORG,0.9297
1585421243708502018,immunisation,60,72,ORG,0.4876
1585421258711523328,longcovid,53,62,MISC,0.9519
1585421303590395904,covid-19,50,58,ORG,0.5858
1585421303590395904,cgg-cgg,101,108,MISC,0.8979
1585421323161210881,florida,84,91,LOC,0.9992
1585421323161210881,covid-19,118,126,MISC,0.636
1585421343159377925,event 201,57,66,MISC,0.9075
1585421412227219456,australian technical advisory group,21,56,ORG,0.9297
1585421412227219456,immunisation,60,72,ORG,0.4876
1585421469517242368,covid,83,88,MISC,0.6708
