Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1592065577342074880,gobierno ayuso,41,55,ORG,0.9998
1592065577342074880,protocolo,66,75,MISC,0.9999
1592065590789017600,gobierno ayuso,41,55,ORG,0.9998
1592065590789017600,protocolo,66,75,MISC,0.9999
1592065612616011776,cantabria,0,9,LOC,0.9584
1592065612616011776,covid,40,45,PER,0.9996
1592065616919560193,gobierno ayuso,41,55,ORG,0.9998
1592065616919560193,protocolo,66,75,MISC,0.9999
1592065621600399360,protección de datos,0,19,ORG,0.9428
1592065621600399360,rádar covid,67,78,MISC,0.9999
1592065621600399360,expansioncom,116,128,ORG,0.9989
1592065629137539074,nbc,57,60,ORG,1.0
1592065630231994368,gobierno ayuso,41,55,ORG,0.9998
1592065630231994368,protocolo,66,75,MISC,0.9999
1592065638276923392,serranoalfonso,1,15,PER,0.9201
1592065638276923392,covid,116,121,MISC,0.9999
1592065638276923392,madrid,125,131,LOC,1.0
1592065650465603585,c-la mancha,70,81,LOC,0.9999
1592065650465603585,gobie,134,139,MISC,0.9699
1592065654403829760,noinvisibles,4,16,ORG,0.8698
1592065654403829760,neumonía,91,99,MISC,0.9418
1592065660687126530,gobierno ayuso,41,55,ORG,0.9998
1592065660687126530,protocolo,66,75,MISC,0.9999
1592065667800666113,pmp,3,6,ORG,0.9999
1592065669872459777,gobierno ayuso,41,55,ORG,0.9996
1592065669872459777,protocolo,66,75,MISC,0.9999
1592065670111526913,gobierno ayuso,41,55,ORG,0.9998
1592065670111526913,protocolo,66,75,MISC,0.9999
1592065674318577664,gobierno ayuso,41,55,ORG,0.9996
1592065674318577664,protocolo,66,75,MISC,0.9999
1592065674738020359,debbied37494802,4,19,PER,0.9997
1592065674738020359,idiazayuso,119,129,PER,0.9515
1592065682589483008,gobierno ayuso,41,55,ORG,0.9998
1592065682589483008,protocolo,66,75,MISC,0.9999
1592065692475756544,españa,71,77,LOC,1.0
1592065693327183874,cataluña,70,78,LOC,1.0
1592065693327183874,govern,101,107,ORG,0.9999
1592065701552214017,saludisciii,4,15,ORG,0.458
1592065701552214017,centro nacional de epidemiología,20,52,ORG,0.9999
1592065701552214017,isciii,57,63,ORG,0.9999
1592065701552214017,covid19,124,131,MISC,0.9999
1592065709294878720,castilla y león,70,85,LOC,0.9993
1592065716089663488,chinasia,14,22,MISC,0.9996
1592065716089663488,biden,43,48,PER,0.9999
1592065716089663488,xi,51,53,PER,0.9999
1592065716089663488,g-20,94,98,MISC,0.9982
1592065716089663488,china,102,107,ORG,0.9878
1592065716089663488,asia,200,204,LOC,1.0
1592065725434396678,c-la mancha,70,81,LOC,0.9999
1592065725434396678,gobie,134,139,MISC,0.9773
1592065744241848322,gobierno ayuso,41,55,ORG,0.9998
1592065744241848322,protocolo,66,75,MISC,0.9999
1592065748448718848,españa,71,77,LOC,1.0
1592065748591349761,gobierno ayuso,41,55,ORG,0.9998
1592065748591349761,protocolo,66,75,MISC,0.9999
1592065757713952769,gobierno ayuso,41,55,ORG,0.9998
1592065757713952769,protocolo,66,75,MISC,0.9999
1592065768199540739,gobierno ayuso,41,55,ORG,0.9998
1592065768199540739,protocolo,66,75,MISC,0.9999
1592065793076105217,gobierno ayuso,41,55,ORG,0.9998
1592065793076105217,protocolo,66,75,MISC,0.9999
1592065797467549696,cataluña,70,78,LOC,1.0
1592065797467549696,govern,101,107,ORG,0.9999
1592065809706553345,castilla y león,70,85,LOC,0.9993
1592065819907084295,cataluña,70,78,LOC,1.0
1592065819907084295,govern,101,107,ORG,0.9999
1592065824705101824,castilla y león,70,85,LOC,0.9993
1592065838747910144,proserpinasb,4,16,MISC,0.445
1592065838747910144,cam,79,82,ORG,0.9999
1592065838747910144,covid19,114,121,MISC,0.6543
1592065839968444417,gobierno ayuso,41,55,ORG,0.9998
1592065839968444417,protocolo,66,75,MISC,0.9999
1592065843625865216,gobierno ayuso,41,55,ORG,0.9998
1592065843625865216,protocolo,66,75,MISC,0.9999
1592065851548729346,gobierno ayuso,41,55,ORG,0.9996
1592065851548729346,protocolo,66,75,MISC,0.9999
1592065859820089344,gobierno ayuso,41,55,ORG,0.9998
1592065859820089344,protocolo,66,75,MISC,0.9999
1592065860105273345,gobierno ayuso,41,55,ORG,0.9998
1592065860105273345,protocolo,66,75,MISC,0.9999
1592065870083543040,gobierno ayuso,41,55,ORG,0.9996
1592065870083543040,protocolo,66,75,MISC,0.9999
1592065895349850112,gobierno ayuso,41,55,ORG,0.9998
1592065895349850112,protocolo,66,75,MISC,0.9999
1592065901289177088,españa,71,77,LOC,1.0
1592065906091659268,frayjosepho,4,15,PER,0.9781
1592065906091659268,domingo,124,131,PER,0.9999
1592065925783617537,gobierno ayuso,41,55,ORG,0.9998
1592065925783617537,protocolo,66,75,MISC,0.9999
1592065932708675584,gobierno,3,11,ORG,0.9999
1592065932708675584,psoe-podemos,16,28,ORG,0.9998
1592065932708675584,covid-19,59,67,MISC,0.9997
1592065932708675584,españa,71,77,LOC,1.0
1592065932708675584,podemos,80,87,ORG,0.9967
1592065932708675584,psoe,88,92,ORG,0.9994
1592065932708675584,covid19,93,100,MISC,0.9979
1592065933933174785,buenrolloreturn,4,19,MISC,0.8333
1592065943152496640,gobierno ayuso,41,55,ORG,0.9998
1592065943152496640,protocolo,66,75,MISC,0.9999
1592065945279004672,gobierno ayuso,41,55,ORG,0.9998
1592065945279004672,protocolo,66,75,MISC,0.9999
1592065952623263749,gobierno ayuso,41,55,ORG,0.9998
1592065952623263749,protocolo,66,75,MISC,0.9999
1592065956733677568,gobierno ayuso,41,55,ORG,0.9998
1592065956733677568,protocolo,66,75,MISC,0.9999
1592065964845273089,centroversatil,4,18,ORG,0.7494
1592065964845273089,covid,73,78,MISC,0.9925
1592065982545424384,cataluña,70,78,LOC,1.0
1592065982545424384,govern,101,107,ORG,0.9999
1592065998148218880,gobierno ayuso,41,55,ORG,0.9998
1592065998148218880,protocolo,66,75,MISC,0.9999
1592066000434114560,castilla y león,70,85,LOC,0.9993
1592066001096826881,gobierno ayuso,41,55,ORG,0.9998
1592066001096826881,protocolo,66,75,MISC,0.9999
1592066002879016960,castilla y león,28,43,LOC,0.9971
1592066002879016960,miguel adolfo ledo nass zambrano,97,129,PER,0.9997
1592066002879016960,covid,174,179,MISC,0.9999
1592066005463093249,c-la mancha,70,81,LOC,0.9999
1592066005463093249,gobie,134,139,MISC,0.9699
1592066008751407104,gobierno ayuso,41,55,ORG,0.9998
1592066008751407104,protocolo,66,75,MISC,0.9999
1592066012651847688,gobierno ayuso,41,55,ORG,0.9998
1592066012651847688,protocolo,66,75,MISC,0.9999
