Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1589007174621011968,darkmoonselina,4,18,PER,0.888
1589007174621011968,fake,123,127,MISC,0.8596
1588999594691596288,talcual claroyraspao,75,95,MISC,0.985
1588999594817429505,jesus garcía corona,48,67,PER,0.9998
1588999594817429505,“el obrero excelso”,69,88,MISC,0.9934
1588999594817429505,facebook,225,233,MISC,0.9137
1588999595190886401,desemana,0,8,ORG,0.9981
1588999595190886401,ejecutivo,131,140,ORG,0.9999
1588999595190886401,covid-19,170,178,MISC,0.9999
1588999595274948609,cesar414446821,4,18,PER,0.6492
1588999595274948609,avancesparaelrenacer,20,40,MISC,0.9929
1588999596851793921,covid-19,26,34,MISC,0.9999
1588999596851793921,venezuela,36,45,LOC,0.9999
1588999596851793921,avancesparaelrenacer,101,121,MISC,0.9865
1588999597539532800,covid-19,30,38,MISC,0.9998
1588999597539532800,distintivo esr,71,85,MISC,0.9999
1588999597539532800,klausgermanph,213,226,ORG,0.9999
1588999597573083136,covid-19,0,8,MISC,0.9983
1588999597573083136,región de valparaíso,15,35,LOC,0.9995
1588999597573083136,elepicentro,124,135,ORG,0.9977
1588999597938028544,elcovid19noesjuego,0,18,MISC,0.9997
1588999597938028544,covid19,100,107,MISC,0.9995
1588999597938028544,nobajemoslaguardia,110,128,MISC,0.9879
1588999597938028544,vacúnate,129,137,MISC,0.8557
1588999597938028544,guaicaipuropotencia2022,139,162,MISC,0.7925
1588999597938028544,avancesparaelrenacer,163,183,MISC,0.9638
1588999598231756806,hogarcabanas,4,16,ORG,0.9997
1588999598231756806,asocialjal,125,135,ORG,0.999
1588999598231756806,covid,225,230,ORG,0.9999
1588999600215425027,coronilla a la divina misericordia,0,34,MISC,0.9997
1588999600215425027,latín,38,43,LOC,0.6985
1588999600215425027,corona divinae misericordiae,46,74,MISC,0.9999
1588999600215425027,youtube,112,119,ORG,0.7736
1588999600677220352,taehyun,9,16,PER,0.9999
1588999606557442052,aurora limia,2,14,PER,0.9999
1588999606557442052,ministerio de sanidad,20,41,ORG,0.9999
1588999606557442052,españa,59,65,LOC,0.9997
1588999606557442052,covid19,119,126,MISC,0.9999
1588999606557442052,saludisciii,213,224,LOC,0.9313
1588999609283538944,vtvcanal8,4,13,ORG,0.9987
1588999609283538944,covid-19,41,49,MISC,0.9999
1588999613142499330,covid19,2,9,MISC,0.9999
1588999613142499330,delphi,57,63,MISC,0.9999
1588999613142499330,nature,80,86,ORG,0.556
1588999613142499330,sars-cov-2,157,167,MISC,0.9998
1588999615629721602,covid-19,36,44,MISC,0.9999
1588999615629721602,cdc,50,53,ORG,0.9998
1588999615629721602,moderna,212,219,MISC,0.9999
1588999615629721602,pfizer-biontech,222,237,MISC,0.9999
1588999617013694465,nelson25jr,4,14,PER,0.9847
1588999617013694465,avancesparaelrenacer,64,84,MISC,0.9971
1588999618196656129,covid-19,40,48,MISC,0.9992
1588999625486499842,rey king,30,38,PER,0.7286
1588999638526590976,vtvcanal8,4,13,ORG,0.9987
1588999638526590976,covid-19,41,49,MISC,0.9999
1588999640674095104,gobierno ayuso,41,55,ORG,0.9998
1588999640674095104,protocolo,66,75,MISC,0.9999
1588999642951389185,eldiarionoticias,0,16,ORG,0.9981
1588999642951389185,covid-19,90,98,MISC,0.9998
1588999642951389185,tamaulipas,103,113,LOC,1.0
1588999645900177408,nelson25jr,4,14,PER,0.9475
1588999645900177408,avancesparaelrenacer,64,84,MISC,0.9993
1588999648349675520,vtvcanal8,4,13,ORG,0.9955
1588999648349675520,covid-19,41,49,MISC,0.9999
