Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1596564443198005261,venezuela,114,123,LOC,1.0
1596564443198005261,whatsapp,136,144,MISC,0.9926
1596564443198005261,coalicióninformativavzla,227,251,ORG,0.9997
1596564464807317504,coronavirus,73,84,MISC,1.0
1596564478480498689,coronavirus covid19,19,38,MISC,0.9993
1596564486328287233,reporteya,4,13,ORG,0.9992
1596564486328287233,china,33,38,LOC,0.9982
1596564486328287233,alertamundial2,41,55,MISC,0.9692
1596564486328287233,china,57,62,LOC,0.9997
1596564486328287233,chongqing,74,83,LOC,0.9997
1596564529957281793,alertanews24,4,16,ORG,0.9616
1596564529957281793,🇨🇳,18,20,LOC,0.7819
1596564529957281793,china,46,51,LOC,0.9998
1596564531115098112,alerta,4,10,MISC,0.8804
1596564531115098112,estados unidos,24,38,ORG,0.9999
1596564534231437312,ternovskyvictor,4,19,PER,0.9926
1596564534231437312,rusia,21,26,ORG,0.9979
1596564534231437312,eeuu,50,54,ORG,0.9994
1596564534231437312,un,135,137,ORG,0.827
1596564534810275841,ternovskyvictor,4,19,PER,0.9926
1596564534810275841,rusia,21,26,ORG,0.9979
1596564534810275841,eeuu,50,54,ORG,0.9994
1596564534810275841,un,135,137,ORG,0.827
1596564565063516163,china,20,25,LOC,0.9988
1596564565063516163,estados unidos,121,135,ORG,0.9999
1596564565873295362,reporteya,4,13,ORG,0.9996
1596564565873295362,25ov coronavirus,15,31,MISC,0.5983
1596564565873295362,brasil,32,38,LOC,0.9193
1596564565873295362,brasil,55,61,LOC,0.9981
1596564629248872448,china,20,25,LOC,0.9988
1596564629248872448,estados unidos,121,135,ORG,0.9999
1596564673742209024,alertanews24,4,16,ORG,0.9616
1596564673742209024,🇨🇳,18,20,LOC,0.7819
1596564673742209024,china,46,51,LOC,0.9998
1596564707636543488,afroditaa1984,4,17,MISC,0.4204
1596564707636543488,estados unidos,34,48,ORG,0.9999
1596564721276452865,ternovskyvictor,4,19,PER,0.9926
1596564721276452865,rusia,21,26,ORG,0.9979
1596564721276452865,eeuu,50,54,ORG,0.9994
1596564721276452865,un,135,137,ORG,0.827
1596564754021089280,china,20,25,LOC,0.9988
1596564754021089280,estados unidos,121,135,ORG,0.9999
1596564811352985600,reporteya,4,13,ORG,0.9992
1596564811352985600,china,33,38,LOC,0.9982
1596564811352985600,alertamundial2,41,55,MISC,0.9692
1596564811352985600,china,57,62,LOC,0.9997
1596564811352985600,chongqing,74,83,LOC,0.9997
1596564823541944322,ternovskyvictor,4,19,PER,0.9926
1596564823541944322,rusia,21,26,ORG,0.9979
1596564823541944322,eeuu,50,54,ORG,0.9994
1596564823541944322,un,135,137,ORG,0.827
1596564831603412992,ternovskyvictor,4,19,PER,0.9926
1596564831603412992,rusia,21,26,ORG,0.9979
1596564831603412992,eeuu,50,54,ORG,0.9994
1596564831603412992,un,135,137,ORG,0.827
1596564850662047745,covid19,94,101,MISC,0.9997
1596564875534557184,fgr,76,79,ORG,1.0
1596564875534557184,coronavirus covid19,158,177,MISC,0.9999
1596564897982480385,afroditaa1984,4,17,MISC,0.4204
1596564897982480385,estados unidos,34,48,ORG,0.9999
1596564904852738049,china,20,25,LOC,0.9988
1596564904852738049,estados unidos,121,135,ORG,0.9999
1596564908015255552,alerta,4,10,MISC,0.8804
1596564908015255552,estados unidos,24,38,ORG,0.9999
1596564929317830663,vtvcanal8,4,13,ORG,0.9994
1596564948188291072,estados unidos,15,29,ORG,0.9999
1596564956979548161,reporteya,4,13,ORG,0.9992
1596564956979548161,china,33,38,LOC,0.9982
1596564956979548161,alertamundial2,41,55,MISC,0.9692
1596564956979548161,china,57,62,LOC,0.9997
1596564956979548161,chongqing,74,83,LOC,0.9997
1596564964566769664,alertanews24,4,16,ORG,0.9616
1596564964566769664,🇨🇳,18,20,LOC,0.7819
1596564964566769664,china,46,51,LOC,0.9998
1596564970090766348,ternovskyvictor,4,19,PER,0.9926
1596564970090766348,rusia,21,26,ORG,0.9979
1596564970090766348,eeuu,50,54,ORG,0.9994
1596564970090766348,un,135,137,ORG,0.827
1596564981738536961,carmenlopez2,6,18,PER,0.9661
1596564981738536961,wuhan,132,137,MISC,0.9997
1596564988298252292,alerta,4,10,MISC,0.8804
1596564988298252292,estados unidos,24,38,ORG,0.9999
1596565019730530304,ternovskyvictor,4,19,PER,0.9926
1596565019730530304,rusia,21,26,ORG,0.9979
1596565019730530304,eeuu,50,54,ORG,0.9994
1596565019730530304,un,135,137,ORG,0.827
1596565044279808001,alertanews24,4,16,ORG,0.9616
1596565044279808001,🇨🇳,18,20,LOC,0.7819
1596565044279808001,china,46,51,LOC,0.9998
1596565048339857409,ternovskyvictor,4,19,PER,0.9926
1596565048339857409,rusia,21,26,ORG,0.9979
1596565048339857409,eeuu,50,54,ORG,0.9994
1596565048339857409,un,135,137,ORG,0.827
1596565083286822912,reporteya,4,13,ORG,0.9992
1596565083286822912,china,33,38,LOC,0.9982
1596565083286822912,alertamundial2,41,55,MISC,0.9692
1596565083286822912,china,57,62,LOC,0.9997
1596565083286822912,chongqing,74,83,LOC,0.9997
1596565094678282240,ternovskyvictor,4,19,PER,0.9926
1596565094678282240,rusia,21,26,ORG,0.9979
1596565094678282240,eeuu,50,54,ORG,0.9994
1596565094678282240,un,135,137,ORG,0.827
1596565101729005569,alerta,4,10,MISC,0.8804
1596565101729005569,estados unidos,24,38,ORG,0.9999
1596565110843215879,china,20,25,LOC,0.9988
1596565110843215879,estados unidos,121,135,ORG,0.9999
1596565124831412225,afroditaa1984,4,17,MISC,0.4204
1596565124831412225,estados unidos,34,48,ORG,0.9999
1596565179831033858,china,20,25,LOC,0.9988
1596565179831033858,estados unidos,121,135,ORG,0.9999
1596565205848567808,alerta,4,10,MISC,0.8804
1596565205848567808,estados unidos,24,38,ORG,0.9999
1596565273871384576,delcyrodriguezv,4,19,PER,0.3957
1596565273871384576,gobierno bolivariano,69,89,ORG,0.9716
1596565273871384576,pdte,94,98,ORG,0.7574
1596565273871384576,nicolasmaduro,101,114,PER,0.9975
1596565273871384576,venezuela,116,125,LOC,0.945
1596565280326823936,afroditaa1984,4,17,MISC,0.4204
1596565280326823936,estados unidos,34,48,ORG,0.9999
1596565284399480833,cesarmorenoh,4,16,PER,0.9995
1596565284399480833,covid19,18,25,MISC,0.9981
1596565284399480833,china,29,34,LOC,0.9996
1596565284399480833,francia,112,119,LOC,0.9997
1596565340053438466,estados unidos,15,29,ORG,0.9999
1596565374342168578,afroditaa1984,4,17,MISC,0.4204
1596565374342168578,estados unidos,34,48,ORG,0.9999
1596565378565824512,eeuu,32,36,ORG,0.9987
1596565378565824512,ígor kirílov,100,112,PER,0.9999
1596565378565824512,universidad de boston,257,278,ORG,0.7823
