Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1588547728422080512,su85164966,1,11,MISC,0.935
1588547728422080512,beatriztalegon,13,27,PER,0.9998
1588547728422080512,carlosvecino4,29,42,PER,0.9997
1588546620907749377,delcyrodriguezv,4,19,PER,0.7476
1588546620907749377,covid19,58,65,MISC,0.9999
1588546620907749377,venezuela,69,78,LOC,1.0
1588546625160347648,fercevallosf,15,27,ORG,0.7207
1588546625160347648,mundial de qatar,100,116,MISC,0.9998
1588546625160347648,raúl jiménez,121,133,PER,0.9999
1588546625160347648,tecatito,137,145,PER,0.9422
1588546625160347648,corona,147,153,PER,0.9987
1588546625160347648,jesús angulo,156,168,PER,0.9999
1588546625160347648,diego lainez,171,183,PER,0.9999
1588546627182395392,ah1n1,32,37,MISC,0.9999
1588546627182395392,felipecalderon,47,61,PER,0.9965
1588546628243558400,corona,14,20,PER,0.8983
1588546635621363713,delcyrodriguezv,4,19,PER,0.3977
1588546635621363713,covid19,95,102,ORG,0.9999
1588546635621363713,venezuela,124,133,LOC,1.0
1588546637315833861,euribem,4,11,ORG,0.9955
1588546672581148673,delcyrodriguezv,4,19,PER,0.6818
1588546672581148673,covid19,95,102,ORG,0.9998
1588546678356791297,delcyrodriguezv,4,19,PER,0.5695
1588546678356791297,covid19,42,49,MISC,0.9999
1588546678356791297,venezuela,53,62,LOC,1.0
1588546683839074304,chiqui,4,10,ORG,0.5469
1588546683839074304,covid19,65,72,MISC,0.9831
1588546683839074304,covid19,128,135,MISC,0.9823
1588546688129830914,beatriztalegon,4,18,PER,0.9998
1588546689274875904,2docmdtesur0,4,16,MISC,0.4888
1588546689274875904,alcaalcarajo,25,37,LOC,0.9988
1588546689274875904,covid-19,42,50,MISC,0.9997
1588546689274875904,gnb,89,92,ORG,0.9999
1588546691581374464,delcyrodriguezv,4,19,PER,0.4529
1588546691581374464,covid19,95,102,ORG,0.9999
1588546691581374464,venezuela,124,133,LOC,1.0
1588546703702958080,uriasv,4,10,PER,0.9923
1588546703702958080,colombia,33,41,LOC,1.0
1588546706655715328,ah1n1,32,37,MISC,0.9999
1588546706655715328,felipecalderon,47,61,PER,0.9965
1588546719536799747,delcyrodriguezv,4,19,PER,0.7776
1588546719536799747,covid19,95,102,ORG,0.9998
1588546743821635585,covid,26,31,MISC,0.9997
1588546743821635585,fororrll,82,90,MISC,0.9542
1588546743821635585,sts,108,111,MISC,0.943
1588546743821635585,cuatrecasas,226,237,PER,0.9999
1588546743821635585,esadelawschool,240,254,ORG,0.9737
1588546743821635585,ucomillas laley,258,273,PER,0.999
1588546747797999618,vtvcanal8,4,13,ORG,0.9992
1588546747797999618,covid-19,41,49,MISC,0.9999
1588546747797999618,venezuela,51,60,LOC,0.9999
1588546747910930433,minfarc,4,11,ORG,0.9995
1588546747910930433,gobierno de ee,35,49,ORG,0.9991
1588546747910930433,uu,51,53,ORG,0.9994
1588546747910930433,covid,133,138,MISC,0.9998
1588546748783292419,eslamonda,4,13,ORG,0.9529
1588546748783292419,fiscalía anticorrupción,18,41,ORG,0.9999
1588546748783292419,sanchez,106,113,PER,0.9999
1588546750033207296,coronarifadamx,17,31,ORG,0.9961
1588546750033207296,coronarifadamx,44,58,ORG,0.9946
1588546750033207296,emoxos,80,86,PER,0.9763
1588546750033207296,fergamled,88,97,PER,0.9456
1588546750033207296,lalonewoe,99,108,PER,0.9998
1588546750033207296,georgexxtobixx,112,126,PER,0.9988
1588546750033207296,corona ca,130,139,ORG,0.9996
1588546752948232192,writing_bright,4,18,MISC,0.8671
1588546752948232192,covid,130,135,MISC,0.9878
1588546753238032384,andreafriass,4,16,PER,0.9849
1588546753238032384,coronarifadamx,19,33,ORG,0.9762
1588546753238032384,coronarifadamx,46,60,ORG,0.9941
