Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1591777902298816512,chile,35,40,LOC,0.9989
1591777902298816512,covid19,41,48,MISC,0.9963
1591777907453693953,gobiernodelamentira,62,81,MISC,0.9914
1591777910486016000,entérate,0,8,LOC,0.9371
1591777910486016000,covid-19,176,184,MISC,0.9999
1591777911224287232,gobierno bolivariano,15,35,ORG,0.9999
1591777911224287232,plan de inmunización masivo,108,135,MISC,0.9999
1591777911224287232,covid19,223,230,MISC,0.9999
1591777911761010688,sergio corona,0,13,PER,1.0
1591777911761010688,charles chaplin,67,82,PER,0.9998
1591777918660886530,ferbelaunzaran,4,18,PER,0.9891
1591777918660886530,claudiashein,40,52,PER,0.6602
1591777918660886530,corona del rosal,53,69,ORG,0.9998
1591777918660886530,cdmx,107,111,LOC,0.9999
1591777919143411712,gobierno ayuso,41,55,ORG,0.9996
1591777919143411712,protocolo,66,75,MISC,0.9999
1591777926361812993,semergensefac22,0,15,MISC,0.9978
1591777926361812993,covid19,28,35,MISC,0.9994
1591777926361812993,linares,43,50,PER,0.9997
1591777926361812993,semergenap,53,63,ORG,0.9999
1591777926361812993,ap,112,114,ORG,0.9999
1591777926361812993,mamafarmaceutic,142,157,ORG,0.7375
1591777926361812993,sefac,160,165,ORG,0.9999
1591777926361812993,aldia,166,171,ORG,0.9885
1591777926361812993,ccaa,206,210,ORG,0.9975
1591777926361812993,paxlovid,243,251,MISC,0.9999
1591777935270481922,nbc,57,60,ORG,1.0
1591777940467257346,haztelofacil,4,16,ORG,0.8423
1591777940467257346,madrid,25,31,LOC,0.7427
1591777943772188673,idiazayuso,69,79,PER,0.9611
1591777943772188673,madridselevantael13,82,101,MISC,0.9977
1591777944313237506,gobierno ayuso,41,55,ORG,0.9996
1591777944313237506,protocolo,66,75,MISC,0.9999
1591777955747090438,america,99,106,LOC,1.0
1591777955747090438,corona española,114,129,ORG,0.9994
1591777955747090438,norte,159,164,LOC,0.9797
1591777955747090438,youtube,204,211,MISC,0.5871
1591777958595014657,truthseeker5070,1,16,MISC,0.992
1591777958888636426,valencia,54,62,ORG,0.9999
1591777960478085121,delcyrodriguezv,4,19,ORG,0.4408
1591777960478085121,covid19,97,104,MISC,0.9999
1591777962143404032,gobierno ayuso,41,55,ORG,0.9996
1591777962143404032,protocolo,66,75,MISC,0.9999
1591777962613178370,moderna,36,43,MISC,0.9999
1591777962613178370,pfizer,101,107,MISC,0.9979
1591777962613178370,voces,145,150,LOC,0.9539
1591777962613178370,covid-19,206,214,MISC,0.9999
