Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative
1599267250112172032,negative,1.4044623374938965,-1.3737215995788574,3.3448596000671387
1599267250149593089,negative,1.2331552505493164,-1.2164158821105957,3.0026564598083496
1599267250808029184,negative,1.345568299293518,-0.2980301082134247,1.4549932479858398
1599267251441799168,neutral,2.133409023284912,0.9863352179527283,0.4156339466571808
1599267251722620929,negative,1.0959018468856812,0.6900070905685425,1.5026888847351074
1599267252213321728,neutral,3.3477067947387695,2.4769392013549805,-1.204556941986084
1599267252657741824,negative,1.0955934524536133,-1.045358419418335,2.8319308757781982
1599267254096769025,positive,1.222015619277954,1.645806908607483,0.00177781842648983
1599267254582943745,positive,0.2763902246952057,1.6255481243133545,0.4445390999317169
1599267255983886338,negative,1.128621220588684,-0.674139142036438,2.1582467555999756
1599267256193945603,positive,1.4869941473007202,1.9524352550506592,0.009260628372430801
1599267256201904130,negative,1.2118470668792725,-1.4547337293624878,3.741145133972168
1599267256584011777,negative,1.2626994848251343,-0.954044759273529,2.1793477535247803
1599267256675885057,negative,1.5661380290985107,-1.0161957740783691,2.7398221492767334
1599267257007607809,negative,1.2331552505493164,-1.2164158821105957,3.0026564598083496
1599267257695105024,negative,0.5998398065567017,0.5526127219200134,1.2681443691253662
1599267257913262081,neutral,1.7881280183792114,0.6443350911140442,0.6437227725982666
1599267258932793346,neutral,1.670401692390442,-0.09667230397462845,0.9573249816894531
1599267259138338816,negative,1.1018798351287842,-0.48129698634147644,2.2734508514404297
1599267260081745926,neutral,1.238565444946289,0.8143858313560486,0.7639877200126648
1599267260157538307,negative,0.9050173163414001,-0.4527963101863861,1.363824486732483
1599267261235474433,neutral,1.215584635734558,0.498566597700119,0.7175592184066772
1599267263231983616,negative,1.5661380290985107,-1.0161957740783691,2.7398221492767334
1599267263411937280,neutral,1.3318475484848022,0.11038137227296829,-0.11871186643838882
1599267264058261504,negative,1.1467770338058472,-0.9582577347755432,2.4216737747192383
1599267264477339649,negative,1.2783479690551758,-1.042425513267517,2.47935152053833
1599267264670633984,negative,1.467639446258545,-1.008754014968872,2.3565940856933594
1599267265803059204,neutral,1.7393453121185303,-0.07464159280061722,0.8562759757041931
1599267266608390144,negative,1.18890380859375,-1.3208918571472168,3.533104419708252
1599267266876825600,negative,1.2089229822158813,-1.0606180429458618,2.902991771697998
1599267266931064832,neutral,1.9908119440078735,-0.7114120125770569,1.9899065494537354
1599267266977181697,positive,0.47816982865333557,1.0437190532684326,0.9608893394470215
1599267268881440771,neutral,1.71067214012146,-0.4132891595363617,1.58738374710083
1599267270089330688,negative,1.121761441230774,-1.1771758794784546,3.118804454803467
1599267270093852673,neutral,1.2169201374053955,0.7432775497436523,0.687124490737915
1599267270546853889,neutral,1.5830107927322388,0.09687867760658264,1.0608317852020264
1599267270571995138,neutral,2.1769192218780518,0.7397536039352417,0.6425362229347229
1599267270983061504,negative,1.1309350728988647,-1.064340591430664,2.889172077178955
1599267272719183872,positive,0.9326471090316772,2.7890026569366455,-0.7932551503181458
1599267273126350849,neutral,1.4519143104553223,-0.49070724844932556,1.3560783863067627
1599267274480680960,negative,0.8930135369300842,-0.3074839413166046,2.1127920150756836
1599267277542752257,neutral,1.5375703573226929,0.09324157983064651,0.914259672164917
1599267278788661250,negative,1.3066366910934448,-0.8940151333808899,2.092210054397583
1599267281179389952,neutral,1.6332803964614868,-0.15921491384506226,1.457075595855713
1599267282408116225,negative,1.6325747966766357,-0.8951690196990967,2.056349754333496
1599267282961674240,neutral,1.7005618810653687,-0.46502527594566345,1.6772284507751465
1599267283708178432,negative,1.591447353363037,-0.9151691794395447,2.511378049850464
1599267287844147206,neutral,1.1432961225509644,0.479095458984375,0.7603910565376282
1599267287873343489,neutral,2.5510082244873047,1.6374332904815674,0.5067312717437744
1599267289601167360,negative,0.8592904210090637,-0.39699646830558777,2.011263608932495
1599267289978707968,neutral,1.9995944499969482,-0.2566245496273041,0.8412977457046509
1599267290469396480,neutral,1.9544974565505981,-0.38962435722351074,1.4178956747055054
1599267292151681026,negative,1.8538439273834229,-1.0325831174850464,2.222961664199829
1599267292277223425,positive,0.7656676769256592,2.4100420475006104,0.1327943503856659
1599267295058137088,neutral,2.8978211879730225,2.3725647926330566,-1.4753822088241577
1599267295498420224,positive,1.5136678218841553,2.7852494716644287,-0.7013275623321533
1599267296161120256,neutral,1.9544973373413086,-0.38962429761886597,1.4178956747055054
1599267296912224256,neutral,1.3848038911819458,1.0084964036941528,0.3687513768672943
1599267296970567680,negative,1.4371404647827148,-1.0347949266433716,2.609785318374634
1599267297406775296,neutral,1.5311905145645142,-0.25996994972229004,1.4931515455245972
1599267297650421761,positive,1.3201647996902466,2.4809229373931885,-0.6478749513626099
1599267299055128576,negative,0.5998398661613464,0.5526127219200134,1.2681442499160767
1599267300070240257,positive,1.2019290924072266,1.2171238660812378,0.2628452777862549
1599267301408137216,negative,0.6159264445304871,-1.070344090461731,3.2459678649902344
1599267301509201920,neutral,2.2475688457489014,2.2265875339508057,-0.5230959057807922
1599267302926450691,positive,1.156256914138794,1.9093756675720215,0.0788578912615776
1599267302973005824,negative,1.4339708089828491,-0.7118178606033325,1.6502429246902466
1599267303614316544,neutral,2.009209156036377,0.6560399532318115,0.27090317010879517
1599267304629411840,negative,1.128621220588684,-0.6741392016410828,2.1582467555999756
1599267304742670336,negative,0.9684842228889465,-1.4170794486999512,4.011075973510742
1599267305980301312,neutral,1.4203741550445557,0.007549867033958435,0.9845371842384338
1599267308051918848,positive,0.9326471090316772,2.7890026569366455,-0.7932551503181458
1599267308433682440,negative,1.1673351526260376,-0.4547402560710907,2.071852684020996
1599267308957859840,neutral,1.717319369316101,0.5794674754142761,0.5654158592224121
1599267309587034112,negative,1.128621220588684,-0.6741392016410828,2.1582467555999756
1599267310853922819,neutral,2.466778039932251,1.3737211227416992,-0.5964961051940918
1599267310874681344,negative,1.3233798742294312,-0.2952580749988556,1.3642308712005615
1599267311680045056,neutral,2.265106439590454,0.1265832483768463,1.0477087497711182
1599267312736952321,negative,1.3939850330352783,-0.20846408605575562,2.1286330223083496
1599267312854368257,neutral,1.5160468816757202,1.2030178308486938,-0.4482116103172302
1599267312879558658,negative,1.5349513292312622,-0.2780969738960266,1.8985419273376465
1599267315203596288,negative,1.3233798742294312,-0.2952580749988556,1.3642308712005615
1599267315400740864,negative,1.7999871969223022,-0.9706134796142578,1.9858022928237915
1599267315883061253,negative,1.429633378982544,-0.6214354038238525,1.4772307872772217
1599267316042268672,neutral,1.5737974643707275,-0.0036353319883346558,1.2033106088638306
1599267317006929921,neutral,1.519092082977295,0.13445577025413513,1.1260885000228882
1599267317921157120,negative,0.14836269617080688,0.14482100307941437,0.4902874231338501
1599267317942288385,neutral,1.5240799188613892,0.05367997661232948,1.1891001462936401
1599267318370283521,negative,1.1628098487854004,-1.12865149974823,2.7337453365325928
1599267318919471110,neutral,1.4824893474578857,0.03746224194765091,1.2258111238479614
1599267319313678336,negative,1.553777813911438,-1.0671664476394653,2.206575393676758
1599267319644966912,positive,1.584384560585022,1.7769463062286377,-0.16148321330547333
1599267319665991683,neutral,1.742138147354126,-0.15938779711723328,0.9442917108535767
1599267320387407872,negative,1.1446685791015625,-0.9083250761032104,2.7125086784362793
1599267320555220994,negative,0.8555163741111755,-1.189008355140686,3.620745897293091
1599267322036097026,negative,1.4122689962387085,-0.7580015659332275,2.224262237548828
1599267323482808320,neutral,1.6198903322219849,-0.027989976108074188,1.2286784648895264
1599267324280049665,negative,0.5706915855407715,-1.1250550746917725,3.4433934688568115
1599267325089546240,neutral,3.400865316390991,0.3919585049152374,-0.2464880794286728
1599267325563539457,negative,1.8120758533477783,-0.6155295968055725,1.8340526819229126
1599267326485856257,negative,0.8766375780105591,-0.6857484579086304,2.8324780464172363
1599267327207682049,negative,1.0213617086410522,-0.4206946790218353,1.3858897686004639
1599267327245107201,negative,1.6704597473144531,-1.2377363443374634,2.7813570499420166
1599267329208381441,neutral,2.1426010131835938,1.0788187980651855,0.1540515422821045
1599267330827042816,negative,1.59922194480896,-1.1324533224105835,2.240435838699341
1599267331154157574,neutral,0.7930409908294678,0.431609183549881,0.14573754370212555
1599267333033582592,neutral,1.7393453121185303,-0.07464159280061722,0.8562759757041931
1599267333356539904,negative,1.5125492811203003,-0.555111289024353,1.8891160488128662
1599267333926957056,negative,1.3669276237487793,-0.12670323252677917,1.5713708400726318
1599267334258323456,negative,0.8401451706886292,-0.04288443177938461,1.8395377397537231
1599267335336071168,positive,1.3813554048538208,2.0019750595092773,0.3448618948459625
1599267336128958466,negative,0.3436562120914459,-0.587626039981842,3.030158519744873
1599267336334479361,negative,1.238162636756897,0.2174360752105713,1.6432380676269531
1599267337257222146,negative,0.6307893991470337,-0.4649125635623932,1.951268196105957
1599267338070949888,negative,1.0377024412155151,0.09732496738433838,1.12080717086792
1599267339610230786,positive,1.5136678218841553,2.7852494716644287,-0.7013275623321533
